Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
Avast Secureline VPN,EaseOfUse,Router support,Overall,none,0.00,editorial_default
Avast Secureline VPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,manual_admin
Avast Secureline VPN,EaseOfUse,Streaming device apps eou,Overall,1,0.30,editorial_default
Avast Secureline VPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
Avast Secureline VPN,Security,_section_total,Overall,,6.10,calculated
Avast Secureline VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
Avast Secureline VPN,Security,Authentication strength,Overall,weaker,0.00,manual_admin
Avast Secureline VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Avast Secureline VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
Avast Secureline VPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
Avast Secureline VPN,Security,Independent audit,Overall,none,0.00,editorial_default
Avast Secureline VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Avast Secureline VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Avast Secureline VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Avast Secureline VPN,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
Avast Secureline VPN,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
Avast Secureline VPN,Security,Obfuscation available,Overall,yes,0.50,calculated
Avast Secureline VPN,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
Avast Secureline VPN,Security,Restrictive region access,Overall,no,0.00,editorial_default
Avast Secureline VPN,Security,Rsa key length,Overall,4096_plus,0.20,manual_admin
Avast Secureline VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Avast Secureline VPN,Speed,_section_total,Overall,,7.80,calculated
Avast Secureline VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Avast Secureline VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Avast Secureline VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Avast Secureline VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Avast Secureline VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Avast Secureline VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Avast Secureline VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Avast Secureline VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Avast Secureline VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Avast Secureline VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Avast Secureline VPN,Streaming,_section_total,Overall,,0.60,calculated
Avast Secureline VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Avast Secureline VPN,Streaming,Browser extensions,Overall,no,,editorial_default
Avast Secureline VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Avast Secureline VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Avast Secureline VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Avast Secureline VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
Avast Secureline VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
Avast Secureline VPN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
Avast Secureline VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Avast Secureline VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Avast Secureline VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Avast Secureline VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Avast Secureline VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Avast Secureline VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Avast Secureline VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Avast Secureline VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Avast Secureline VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Avast Secureline VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Avast Secureline VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Avast Secureline VPN,ValueForMoney,_section_total,Overall,,6.36,calculated
Avast Secureline VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Avast Secureline VPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
Avast Secureline VPN,ValueForMoney,Connection limit tier,Overall,10_plus,1.36,editorial_default
Avast Secureline VPN,ValueForMoney,Country count,Overall,under_30,,manual_admin
Avast Secureline VPN,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
Avast Secureline VPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
Avast Secureline VPN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
Avast Secureline VPN,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
Avast Secureline VPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
Avast Secureline VPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
Avast Secureline VPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
Avast Secureline VPN,ValueForMoney,Pricing consistency,Overall,moderate,0.50,editorial_default
Avast Secureline VPN,ValueForMoney,Renewal lowest price tier,Overall,7_to_10,0.20,editorial_default
Avast Secureline VPN,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
Avast Secureline VPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
Avast Secureline VPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
Avast Secureline VPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
AVG Secure VPN,EaseOfUse,_section_total,Overall,,4.10,calculated
AVG Secure VPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
AVG Secure VPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
AVG Secure VPN,EaseOfUse,Country count,Overall,60_plus,0.80,manual_admin
AVG Secure VPN,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
AVG Secure VPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
AVG Secure VPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
AVG Secure VPN,EaseOfUse,Quick pick purpose,Overall,yes,0.30,manual_admin
AVG Secure VPN,EaseOfUse,Router support,Overall,none,0.00,editorial_default
AVG Secure VPN,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
AVG Secure VPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
AVG Secure VPN,Security,_section_total,Overall,,4.00,calculated
AVG Secure VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
AVG Secure VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
AVG Secure VPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
AVG Secure VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
AVG Secure VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
AVG Secure VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
AVG Secure VPN,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
AVG Secure VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
AVG Secure VPN,Speed,_section_total,Overall,,7.80,calculated
AVG Secure VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
AVG Secure VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
AVG Secure VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
AVG Secure VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
AVG Secure VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
AVG Secure VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
AVG Secure VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
AVG Secure VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
AVG Secure VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
AVG Secure VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
AVG Secure VPN,Streaming,_section_total,Overall,,0.30,calculated
AVG Secure VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
AVG Secure VPN,Streaming,Browser extensions,Overall,no,,editorial_default
AVG Secure VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
AVG Secure VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
AVG Secure VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
AVG Secure VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
AVG Secure VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
AVG Secure VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
AVG Secure VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
AVG Secure VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
AVG Secure VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
AVG Secure VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
AVG Secure VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
AVG Secure VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
AVG Secure VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
AVG Secure VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
AVG Secure VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
AVG Secure VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
AVG Secure VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
AVG Secure VPN,ValueForMoney,_section_total,Overall,,3.96,calculated
AVG Secure VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
AVG Secure VPN,ValueForMoney,Connection limit tier,Overall,10_plus,1.36,editorial_default
AVG Secure VPN,ValueForMoney,Country count,Overall,60_plus,,manual_admin
AVG Secure VPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
AVG Secure VPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
AVG Secure VPN,ValueForMoney,Pricing consistency,Overall,moderate,0.50,editorial_default
AVG Secure VPN,ValueForMoney,Renewal lowest price tier,Overall,7_to_10,0.20,editorial_default
AVG Secure VPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
Betternet,EaseOfUse,_section_total,Overall,,2.80,calculated
Betternet,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
Betternet,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
Betternet,EaseOfUse,Ease of cancellation,Overall,moderate,0.20,editorial_default
Betternet,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
Betternet,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Betternet,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Betternet,EaseOfUse,Quick pick purpose,Overall,yes,0.30,manual_admin
Betternet,EaseOfUse,Router support,Overall,none,0.00,editorial_default
Betternet,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
Betternet,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
Betternet,Security,_section_total,Overall,,6.70,calculated
Betternet,Security,Anonymous payment,Overall,none,0.00,editorial_default
Betternet,Security,Authentication strength,Overall,weaker,0.00,manual_admin
Betternet,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Betternet,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
Betternet,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,manual_admin
Betternet,Security,Independent audit,Overall,older,0.40,editorial_default
Betternet,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Betternet,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Betternet,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Betternet,Security,Modern protocols,Overall,has_modern,0.70,calculated
Betternet,Security,No logs policy status,Overall,claimed,0.50,editorial_default
Betternet,Security,Obfuscation available,Overall,yes,0.50,calculated
Betternet,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
Betternet,Security,Restrictive region access,Overall,yes,0.30,editorial_default
Betternet,Security,Rsa key length,Overall,2048,0.10,manual_admin
Betternet,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Betternet,Speed,_section_total,Overall,,7.80,calculated
Betternet,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Betternet,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Betternet,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Betternet,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Betternet,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Betternet,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Betternet,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Betternet,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Betternet,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Betternet,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Betternet,Streaming,_section_total,Overall,,0.45,calculated
Betternet,Streaming,Android tv app,Overall,,0.00,comparitech_api
Betternet,Streaming,Browser extensions,Overall,no,,editorial_default
Betternet,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Betternet,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Betternet,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Betternet,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
Betternet,Streaming,Streaming device apps,Overall,none,0.00,calculated
Betternet,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
Betternet,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Betternet,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Betternet,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Betternet,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Betternet,SystemPerformance,_section_total,Overall,,4.00,calculated
Betternet,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Betternet,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Betternet,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Betternet,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Betternet,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Betternet,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Betternet,ValueForMoney,_section_total,Overall,,3.90,calculated
Betternet,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Betternet,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
Betternet,ValueForMoney,Connection limit tier,Overall,,,editorial_default
Betternet,ValueForMoney,Country count,Overall,under_30,,manual_admin
Betternet,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
Betternet,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
Betternet,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
Betternet,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
Betternet,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
Betternet,ValueForMoney,Money back duration,Overall,45_plus_days,1.00,editorial_default
Betternet,ValueForMoney,Monthly price tier,Overall,12_to_14,0.40,editorial_default
Betternet,ValueForMoney,Pricing consistency,Overall,extreme,0.30,editorial_default
Betternet,ValueForMoney,Renewal lowest price tier,Overall,over_10,0.00,editorial_default
Betternet,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
Betternet,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
Betternet,ValueForMoney,Subscription term count,Overall,,0.10,manual_admin
Betternet,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
